Episode Number,Total Reward,Running Average,p,i,d,joint index
282,-2.531089470953474,-3.553280713147092,22504.85546875,9.86363602351048e-07,76.14161682128906,1
283,-2.5314818429002446,-3.543062724444624,22639.30859375,9.86363602351048e-07,75.82158660888672,1
284,-2.5316383629718144,-3.5329484808298957,22698.15234375,9.863711056823377e-07,75.65876770019531,1
285,-2.5310907277197745,-3.5229299032987944,22652.33203125,9.863711056823377e-07,75.78337860107422,1
286,-2.5318255623328425,-3.5130188598891348,22797.03515625,9.863786090136273e-07,75.36920166015625,1
287,-2.532012488919838,-3.503208796179442,22981.529296875,9.863786090136273e-07,74.80717468261719,1
288,-2.5308851154497525,-3.4934855593721448,23219.2109375,9.863786090136273e-07,74.0919189453125,1
289,-2.5300547397633344,-3.483851251176057,23217.3515625,9.863776995189255e-07,74.05585479736328,1
290,-2.5318700086785353,-3.4743314387510815,23104.55078125,9.863739478532807e-07,74.42465209960938,1
291,-2.531516735105475,-3.4649032917146254,23113.3203125,9.863739478532807e-07,74.37889099121094,1
292,-2.5310372387576385,-3.4555646311850556,23134.162109375,9.863673540166928e-07,74.39027404785156,1
293,-2.530696179980411,-3.4463159466730096,23050.03515625,9.863673540166928e-07,74.61009979248047,1
294,-2.530383525910518,-3.4371566224653844,23090.4296875,9.863673540166928e-07,74.4922866821289,1
295,-2.532514503124512,-3.4281102012719757,23246.70703125,9.863673540166928e-07,73.97450256347656,1
296,-2.532701227985048,-3.4191561115391065,23161.64453125,9.863673540166928e-07,74.05585479736328,1
297,-2.532025149974519,-3.410284801923461,22995.3203125,9.863673540166928e-07,74.65572357177734,1
298,-2.5318459065063768,-3.40150041296929,23051.310546875,9.863673540166928e-07,74.55501556396484,1
299,-2.5316467145221164,-3.3928018759848184,23273.703125,9.863701961876359e-07,73.95267486572266,1
300,-2.5322483399547258,-3.3841963406245172,23312.111328125,9.863701961876359e-07,73.8194580078125,1
301,-2.531408507949798,-3.37566846229777,23296.9765625,9.86360760180105e-07,73.86376190185547,1
302,-2.5316909713635365,-3.3672286873884274,23292.021484375,9.86360760180105e-07,73.8603744506836,1
303,-2.5314762415296013,-3.358871162929839,23216.53125,9.86360760180105e-07,74.06429290771484,1
304,-2.5327678749809768,-3.35061013005035,23380.955078125,9.86360760180105e-07,73.6506576538086,1
305,-2.5310237554514394,-3.342414266304361,23209.3359375,9.863597369985655e-07,74.23761749267578,1
306,-2.53129602432174,-3.3343030838845347,23287.9140625,9.863597369985655e-07,74.04031372070312,1
307,-2.5302011815715666,-3.326262064861405,23309.111328125,9.863597369985655e-07,74.12410736083984,1
308,-2.530168857789098,-3.318301132790682,23412.99609375,9.86366444521991e-07,73.77891540527344,1
309,-2.532242757744362,-3.310440549040219,23347.912109375,9.863588275038637e-07,74.00523376464844,1
310,-2.5316185351586844,-3.302652328901403,23410.384765625,9.863655350272893e-07,73.84770202636719,1
311,-2.5310419787451135,-3.2949362253998404,23410.40625,9.863655350272893e-07,73.87499237060547,1
312,-2.530697205080375,-3.287293835196646,23644.62890625,9.863692866929341e-07,73.19953155517578,1
313,-2.530560790132821,-3.279726504746008,23824.98828125,9.863683771982323e-07,72.7016830444336,1
314,-2.5303700874666792,-3.2722329405732147,23872.705078125,9.863683771982323e-07,72.60551452636719,1
315,-2.5307224693527917,-3.2648178358610105,23912.3515625,9.863683771982323e-07,72.4715805053711,1
316,-2.5320694972967046,-3.2574903524753673,23864.306640625,9.863683771982323e-07,72.44169616699219,1
317,-2.5309137629512275,-3.250224586580126,23807.974609375,9.863683771982323e-07,72.74579620361328,1
318,-2.531792699864069,-3.2430402677129657,23859.685546875,9.863683771982323e-07,72.57294464111328,1
319,-2.5319883758745334,-3.2359297487945815,23989.39453125,9.863683771982323e-07,72.25082397460938,1
320,-2.532467702277299,-3.2288951283294085,23777.955078125,9.863673540166928e-07,72.77473449707031,1
321,-2.532275862928557,-3.2219289356754,23963.90234375,9.863711056823377e-07,72.13092803955078,1
322,-2.530089043204875,-3.2150105367506945,24078.029296875,9.863796321951668e-07,71.83367919921875,1
323,-2.5313562180180313,-3.208173993563368,24002.41796875,9.863796321951668e-07,72.10382843017578,1
324,-2.5303231268283115,-3.2013954848960173,23914.72265625,9.863796321951668e-07,72.4310302734375,1
325,-2.531934075296163,-3.1947008708000184,24009.443359375,9.863796321951668e-07,72.21707153320312,1
326,-2.5318313443,-3.188072175535018,23979.263671875,9.863796321951668e-07,72.0394287109375,1
327,-2.5309417680240043,-3.181500871459908,24213.61328125,9.863862260317546e-07,71.3342056274414,1
328,-2.5316049661621935,-3.175001912406931,24277.87109375,9.863862260317546e-07,71.12290954589844,1
329,-2.5297015113906474,-3.168548908396768,24053.265625,9.863862260317546e-07,71.69198608398438,1
330,-2.532122967706008,-3.1621846489898604,23870.861328125,9.863852028502151e-07,72.05684661865234,1
331,-2.53062407009586,-3.1558690432009207,23990.814453125,9.863907735052635e-07,71.72795867919922,1
332,-2.53131355935591,-3.1496234883624705,24183.1953125,9.863937293630443e-07,71.18431854248047,1
333,-2.5317758532239085,-3.143445012011085,24357.208984375,9.864003231996321e-07,70.65444946289062,1
334,-2.531406964976488,-3.137324631540739,24409.458984375,9.864003231996321e-07,70.53578186035156,1
335,-2.5314870981520277,-3.1312662562068514,24157.65625,9.864003231996321e-07,71.11344909667969,1
336,-2.5324162599322686,-3.1252777562441056,24222.96875,9.864003231996321e-07,70.93304443359375,1
337,-2.5317561488520273,-3.119342540170185,24279.931640625,9.864003231996321e-07,70.85718536376953,1
338,-2.5308798230496445,-3.1134579129989794,24522.154296875,9.864003231996321e-07,70.00489044189453,1
339,-2.53097719698625,-3.1076331058388518,24464.130859375,9.863983905233908e-07,70.28140258789062,1
340,-2.531717348424667,-3.10187394826471,24425.5703125,9.863907735052635e-07,70.35172271728516,1
341,-2.5308183688116586,-3.0961633924701797,24239.791015625,9.863824743661098e-07,70.85529327392578,1
342,-2.5307678007458754,-3.090509436552937,24242.609375,9.863824743661098e-07,70.78256225585938,1
